listing_id,town
6903826,manhattan
6945350,manhattan
6904890,manhattan
6908847,manhattan
6944534,manhattan
6902444,manhattan
7228593,jersey
6812548,manhattan
6912781,college
6931240,college
6947000,college
6844961,manhattan
6935502,manhattan
6925837,manhattan
6909915,manhattan
6812831,manhattan
6868650,manhattan
6891734,queens
6925811,boston
6932120,manhattan
6847239,manhattan
7120960,manhattan
6880824,manhattan
6889991,manhattan
6890852,manhattan
6851578,manhattan
6839190,manhattan
6920989,boston
6899246,manhattan
6876602,college
6813199,college
6866253,boston
6879298,manhattan
6943593,manhattan
6941339,boston
6877936,manhattan
6860098,boston
7134800,manhattan
6919760,manhattan
6893051,manhattan
6897686,manhattan
6898951,manhattan
6905541,manhattan
6859023,boston
6906328,manhattan
6860123,manhattan
6915828,manhattan
6891232,manhattan
6894024,manhattan
6837641,manhattan
6858262,manhattan
6861869,manhattan
6826214,boston
6836651,manhattan
6905805,queens
6815069,manhattan
6888729,manhattan
6851174,manhattan
7206584,manhattan
6898347,queens
6858693,manhattan
6877608,queens
6882555,manhattan
6861263,manhattan
6858022,manhattan
6829656,manhattan
6872957,manhattan
6890888,queens
7132576,boston
7158560,manhattan
6904435,manhattan
6893404,manhattan
6843855,manhattan
6820208,manhattan
6875471,manhattan
6929152,manhattan
6919083,manhattan
6932695,college
6842582,boston
7111226,bronx
6921560,manhattan
6920295,manhattan
6913971,college
6821744,college
6874221,college
6912685,manhattan
6829725,college
6843776,manhattan
6912023,manhattan
6916320,manhattan
6890825,manhattan
6883577,manhattan
6940273,manhattan
6918304,college
7174416,manhattan
6919459,manhattan
6815148,manhattan
6860165,college
6945704,manhattan
6909329,manhattan
7205608,boston
6927091,manhattan
6876991,manhattan
6869355,boston
6855104,manhattan
7113729,college
6847902,queens
6822899,manhattan
6947346,bronx
6816525,manhattan
7471358,college
6831743,manhattan
6848609,manhattan
6946711,manhattan
6893068,manhattan
7127584,manhattan
6939964,boston
6844925,college
6856878,boston
6874598,manhattan
6839398,college
6822645,manhattan
6938914,manhattan
7107647,manhattan
6877332,queens
6858267,college
6893222,manhattan
6885465,college
7221513,college
6934243,college
6842868,manhattan
6815144,manhattan
6814331,manhattan
7203554,manhattan
6948152,manhattan
6911398,college
6861074,college
6876221,manhattan
6913597,manhattan
6889276,manhattan
6855891,boston
6869303,bronx
6911357,manhattan
6870397,bronx
6939391,college
6859150,manhattan
6851544,queens
6813023,college
6867693,manhattan
6856105,manhattan
6944002,queens
6935188,college
6839675,manhattan
6944661,manhattan
6837078,college
6906479,manhattan
6942482,college
6819306,manhattan
6913510,manhattan
6866267,manhattan
6908846,college
6898949,manhattan
6905253,manhattan
6835051,bronx
6871631,manhattan
6829004,manhattan
6884221,boston
6871672,manhattan
6905296,manhattan
6855165,manhattan
6842827,manhattan
6907132,manhattan
6916552,manhattan
6879257,manhattan
6818561,manhattan
7181422,queens
6842179,manhattan
7233989,college
6889021,manhattan
7215344,manhattan
6883273,manhattan
6852703,manhattan
6926583,manhattan
6915800,manhattan
6831467,boston
6821452,college
6883437,boston
6933890,manhattan
6934577,manhattan
6867668,manhattan
6947775,manhattan
6930654,college
6883606,manhattan
6864846,college
6919587,manhattan
6833014,manhattan
6881215,manhattan
6912936,manhattan
6899009,college
6868106,manhattan
7152345,boston
7128756,college
6948199,manhattan
6863735,manhattan
6882915,college
6944605,manhattan
6841107,college
6901910,college
6920508,college
6847735,manhattan
6825563,college
6898733,manhattan
6929970,college
6932844,college
6921047,boston
6859304,manhattan
6822568,boston
6942565,manhattan
6938531,manhattan
6940656,boston
6940346,manhattan
6946188,manhattan
6846621,manhattan
6941049,manhattan
6891065,college
6925476,manhattan
6826600,manhattan
7203769,manhattan
6915739,manhattan
6891018,college
6823888,manhattan
6864205,manhattan
6918418,manhattan
6931405,boston
6891659,manhattan
6847176,manhattan
6919461,manhattan
6920256,manhattan
7128909,manhattan
6912967,manhattan
6940633,manhattan
6826714,college
6901980,queens
6935960,college
7146381,manhattan
6879782,manhattan
6861041,manhattan
6863617,manhattan
6821958,manhattan
6893488,manhattan
6857707,manhattan
6830576,college
6838698,boston
6889078,manhattan
6853168,boston
6816665,manhattan
6827297,boston
6918988,manhattan
6930674,manhattan
6882782,manhattan
6898722,manhattan
6875649,manhattan
6898448,manhattan
6830585,manhattan
6830996,manhattan
6821866,manhattan
6849984,manhattan
6860853,college
6903318,boston
6819855,bronx
6890545,manhattan
6851114,manhattan
6859431,manhattan
6851964,manhattan
6881565,manhattan
6918256,manhattan
6887897,college
6865163,manhattan
7172941,boston
6858424,manhattan
6821552,boston
6943092,manhattan
7127433,manhattan
7095129,manhattan
6875692,manhattan
6842651,manhattan
6891417,college
6844802,manhattan
7132994,college
6945746,manhattan
6845522,college
6902166,manhattan
6835573,boston
6841133,manhattan
6886182,manhattan
6826434,boston
6840217,manhattan
6906575,manhattan
6887263,manhattan
6848897,queens
6886787,college
6868527,manhattan
7123155,queens
6839714,college
6845238,manhattan
6931604,college
7056188,manhattan
6844221,manhattan
7166042,manhattan
6837517,manhattan
6881356,manhattan
6815012,manhattan
6869500,manhattan
6843529,college
6895790,college
6853837,college
6918830,manhattan
6847795,manhattan
6944094,manhattan
6936495,manhattan
6832401,bronx
6814785,boston
6832956,manhattan
6845553,manhattan
6833760,college
6859925,manhattan
6871165,manhattan
6902138,boston
7135326,manhattan
6814881,manhattan
6893149,boston
6937242,manhattan
6846253,college
6874285,college
6851288,manhattan
6895470,manhattan
6862415,manhattan
7150349,manhattan
6848528,queens
6863644,manhattan
6902029,manhattan
6842058,college
6917169,manhattan
6868246,manhattan
6815977,manhattan
6838060,manhattan
6820740,manhattan
6816785,manhattan
6847063,manhattan
6941324,boston
6862542,manhattan
6862948,manhattan
6926640,manhattan
6830905,college
6910278,college
6906607,college
6878371,manhattan
6920455,manhattan
6819246,manhattan
6841218,manhattan
6913221,manhattan
6882156,manhattan
6824146,manhattan
6875322,manhattan
6860183,manhattan
7092611,manhattan
6929729,manhattan
6838154,manhattan
6911812,manhattan
7109631,manhattan
6913669,manhattan
6836785,manhattan
6873603,manhattan
6887679,manhattan
6865962,manhattan
7226056,college
6860585,college
6849771,manhattan
6860171,boston
6825162,manhattan
7129774,college
6841114,boston
6878759,queens
6943899,manhattan
6897909,manhattan
6925088,manhattan
6921218,boston
6892122,college
6825332,manhattan
6846032,boston
6917633,college
6835863,manhattan
6826309,manhattan
6911894,manhattan
6892743,college
7232746,queens
7742631,manhattan
7182317,manhattan
6930429,college
6887523,college
6839796,manhattan
6948401,college
6904679,manhattan
7232627,manhattan
6817202,boston
6836210,manhattan
6818618,manhattan
6814162,college
6864980,manhattan
6855480,manhattan
6823845,college
7128045,manhattan
6826475,manhattan
7222201,manhattan
6820326,queens
6851165,manhattan
6881819,manhattan
6939704,manhattan
6849151,manhattan
7124104,manhattan
7176059,manhattan
6864765,manhattan
6851532,college
6839525,queens
7228345,manhattan
6910484,manhattan
6927905,college
6891652,manhattan
6910673,manhattan
6864837,manhattan
6913288,manhattan
6865192,manhattan
7150096,manhattan
6863935,manhattan
6842869,manhattan
6846674,manhattan
6832372,manhattan
6920348,manhattan
7157355,college
6938470,bronx
6846449,manhattan
6832557,manhattan
6912847,college
6833354,manhattan
6867330,manhattan
6842206,manhattan
6938445,manhattan
7091162,manhattan
6922749,manhattan
6920062,manhattan
6840735,queens
6822384,manhattan
6861218,manhattan
6920690,manhattan
6852821,manhattan
6876515,manhattan
6842398,manhattan
6874980,manhattan
6942042,queens
6926332,manhattan
7096061,manhattan
6895718,manhattan
6883925,boston
6882502,manhattan
6941348,manhattan
6883073,manhattan
6925010,manhattan
6882248,manhattan
6856669,manhattan
6907259,manhattan
6903521,manhattan
6855788,manhattan
6916374,manhattan
6939489,manhattan
6925780,manhattan
7117474,manhattan
6855747,queens
6864772,manhattan
6851586,manhattan
6825604,manhattan
7208772,manhattan
6909227,manhattan
6940852,manhattan
6939685,college
6842623,boston
7099995,manhattan
6931494,manhattan
6905835,boston
6896530,manhattan
6823765,manhattan
6849844,manhattan
6844930,manhattan
6906470,manhattan
6918331,manhattan
6894332,manhattan
6869265,manhattan
6814363,manhattan
6854394,college
6907230,manhattan
7093331,manhattan
6840313,manhattan
6873590,college
6904891,manhattan
7152668,boston
6814951,college
7185366,manhattan
6945741,manhattan
6813607,college
6867396,manhattan
6948151,manhattan
6822756,queens
7099407,manhattan
6899455,manhattan
6925683,college
6820033,boston
6877317,manhattan
6873355,manhattan
6837089,manhattan
6891893,queens
6816465,college
6910423,college
6889741,manhattan
6850839,manhattan
6893520,college
6917120,manhattan
6852357,manhattan
6917681,manhattan
6864374,boston
6875134,manhattan
6908040,manhattan
6906466,boston
7179868,queens
6829776,manhattan
6925230,manhattan
6888802,manhattan
6859257,manhattan
6921931,manhattan
6866673,manhattan
6883514,queens
6884234,manhattan
6820261,college
6813298,manhattan
6829285,manhattan
6827393,manhattan
6851441,manhattan
7118945,college
6930907,college
6915801,boston
6826504,manhattan
6920609,bronx
6905691,boston
6855130,manhattan
6853046,boston
6856621,manhattan
6827302,manhattan
6901273,college
6866671,manhattan
7158400,manhattan
6816207,manhattan
6834707,manhattan
6878396,queens
6857537,boston
6823459,boston
6943685,manhattan
6815715,manhattan
6825212,manhattan
6896813,manhattan
6851301,manhattan
6863669,college
7199734,college
6855238,manhattan
6849856,manhattan
6866594,queens
6874406,college
6838696,manhattan
6861770,manhattan
6942579,manhattan
6839157,college
6876669,bronx
6927179,manhattan
6909918,boston
6856076,manhattan
6859234,manhattan
6836925,manhattan
6824009,manhattan
6918605,queens
6941463,manhattan
6820440,manhattan
6888838,manhattan
6909302,manhattan
6900356,manhattan
7182271,manhattan
6946199,college
6859066,college
6817718,manhattan
6836674,manhattan
6840710,manhattan
6831931,manhattan
7146106,manhattan
6822605,manhattan
6829173,college
6927350,manhattan
7108463,manhattan
6932572,manhattan
6838881,manhattan
6904514,manhattan
6897346,manhattan
6825298,manhattan
6850394,manhattan
6873901,college
6830734,manhattan
6894912,manhattan
6856421,manhattan
6865813,bronx
6886192,manhattan
6879483,college
6860609,manhattan
6818549,manhattan
6829423,manhattan
6846067,college
6817926,manhattan
6938977,boston
6939998,boston
6891121,manhattan
6921970,manhattan
6863848,boston
6841246,boston
6921569,manhattan
6890934,jersey
6931310,queens
6900235,boston
6941385,manhattan
6872787,boston
6867573,queens
6925910,manhattan
6843943,college
6942867,manhattan
6859205,manhattan
6859714,manhattan
6849714,manhattan
6869426,manhattan
6858909,manhattan
6933163,manhattan
6930215,manhattan
7204899,manhattan
7162304,college
6939030,manhattan
6939285,manhattan
6871696,manhattan
6881916,boston
6874390,manhattan
6907652,queens
6833382,manhattan
6841965,manhattan
6868969,manhattan
6919616,manhattan
6867883,manhattan
6843101,manhattan
6821424,college
6886110,manhattan
7163872,manhattan
6861561,manhattan
6833236,queens
6841639,manhattan
6942690,manhattan
6896228,queens
6906719,college
7121446,manhattan
6930152,manhattan
6948226,college
6838639,manhattan
6833816,manhattan
7209424,college
6857304,manhattan
7138891,college
7138023,manhattan
6858085,manhattan
6854497,manhattan
6860505,college
6925365,college
6859967,manhattan
6924960,college
6933329,manhattan
7119944,manhattan
6816960,college
6946312,boston
6849766,manhattan
6900489,college
6901995,manhattan
6924901,manhattan
6922766,manhattan
6833393,manhattan
6929067,college
6883676,manhattan
6919911,manhattan
6848283,manhattan
7174655,manhattan
6938009,boston
6945303,manhattan
6849694,manhattan
6868101,manhattan
6892899,college
6924947,college
6946994,manhattan
7183202,college
6878177,college
6875767,boston
6919164,manhattan
6845887,queens
6935758,manhattan
6818535,manhattan
7162079,manhattan
6909236,manhattan
6874957,manhattan
6925084,manhattan
7136186,manhattan
6869800,manhattan
6848431,manhattan
6948036,college
6833571,queens
6892591,college
6936720,manhattan
7389395,manhattan
6941477,manhattan
6838551,manhattan
7168350,queens
6935104,manhattan
6864356,college
6878413,manhattan
6882522,manhattan
7145131,manhattan
6833960,manhattan
6913043,college
6938965,manhattan
7178215,manhattan
6914828,manhattan
6870674,manhattan
6918319,manhattan
6861620,manhattan
6925359,college
6825293,manhattan
6867527,boston
6918080,queens
6916596,manhattan
6900389,manhattan
6905919,college
7108756,boston
6862031,manhattan
6891868,boston
6859853,college
6885722,college
6872228,manhattan
6948388,manhattan
6868772,manhattan
6916294,manhattan
6868213,manhattan
7221945,college
6909599,college
6893916,manhattan
6826364,manhattan
6833164,manhattan
6851741,manhattan
6908291,manhattan
6818149,manhattan
6924583,college
6934022,manhattan
6889371,manhattan
7176559,manhattan
6836231,college
6915246,queens
6903392,manhattan
6851870,manhattan
7109739,college
7215672,manhattan
6910628,manhattan
6819784,manhattan
6815198,manhattan
6831273,manhattan
7120160,manhattan
6939827,queens
6924444,manhattan
6935678,college
6860943,manhattan
6911209,queens
7188156,college
6920453,manhattan
6878240,manhattan
6835461,manhattan
6866527,manhattan
6843500,manhattan
6940041,queens
6927464,manhattan
6874479,manhattan
6865150,manhattan
6878700,manhattan
6947256,manhattan
6925920,manhattan
7223091,manhattan
6840329,manhattan
6929701,manhattan
6826030,manhattan
6823395,manhattan
7114001,manhattan
6898796,college
6860985,manhattan
6896162,manhattan
6907175,manhattan
6945948,manhattan
6894421,queens
6932224,manhattan
7099220,manhattan
6921700,manhattan
6881161,college
6932640,manhattan
6939138,bronx
6930349,manhattan
6833956,boston
6946128,manhattan
6913694,manhattan
6856554,manhattan
6861037,manhattan
7121138,manhattan
6897675,manhattan
6884357,manhattan
6911994,manhattan
6910872,college
6922798,manhattan
6932475,manhattan
6928765,manhattan
6920428,college
6834170,queens
6944754,bronx
6876778,manhattan
6817206,manhattan
6822972,college
6825966,manhattan
6907393,manhattan
6855533,college
6853938,manhattan
6877136,manhattan
6870336,manhattan
6884727,manhattan
6867872,college
6843790,manhattan
6856260,college
6899131,manhattan
6815657,manhattan
7309872,manhattan
6928080,boston
6883457,manhattan
7111593,manhattan
6866517,manhattan
6852025,manhattan
6935167,manhattan
6892531,manhattan
6832898,manhattan
6848226,boston
6901482,manhattan
6864419,manhattan
6845041,manhattan
6927112,manhattan
6939515,manhattan
6911735,manhattan
7119893,manhattan
7239578,college
6907917,manhattan
6921108,manhattan
6924192,manhattan
6931824,manhattan
7210427,college
6886513,manhattan
6909928,queens
6896100,manhattan
6939867,manhattan
6922201,manhattan
6817997,manhattan
6900900,boston
7116367,manhattan
6947582,manhattan
6941419,manhattan
6878036,manhattan
6819076,college
6885124,college
6927886,manhattan
6871267,manhattan
6836663,college
6873776,manhattan
7172297,boston
6815694,manhattan
6899581,manhattan
6844429,manhattan
6837859,college
6834674,manhattan
7186128,manhattan
6844982,manhattan
6868602,manhattan
6842106,manhattan
6886202,manhattan
6856287,manhattan
6874683,manhattan
6872100,manhattan
6854990,manhattan
6845677,boston
6874395,manhattan
6917173,manhattan
6852485,manhattan
6872706,manhattan
6938886,college
7180107,manhattan
7233886,college
6933034,queens
6875578,manhattan
6923128,college
6847214,manhattan
6912787,boston
6832923,manhattan
6850909,manhattan
6937118,college
7510966,college
6938105,manhattan
6917866,manhattan
6903585,manhattan
6908214,college
6821491,manhattan
6813836,manhattan
6849930,manhattan
6935233,boston
6868838,bronx
6899097,manhattan
6901114,manhattan
7215001,college
6924648,college
6932728,manhattan
6831617,manhattan
6882949,manhattan
6934516,queens
7146743,boston
6908242,manhattan
6844206,manhattan
6861643,manhattan
6894710,manhattan
6929989,queens
6861213,manhattan
6854616,manhattan
7191569,college
6841697,manhattan
6857698,manhattan
6938079,boston
6918882,manhattan
6904881,manhattan
6816812,queens
6912925,boston
6888032,college
6882278,boston
6856440,boston
6828260,manhattan
6871759,manhattan
6936825,manhattan
6934311,manhattan
6895662,manhattan
7197581,manhattan
7120085,manhattan
6928971,manhattan
6895369,boston
6845062,manhattan
6944079,manhattan
6849059,manhattan
6869360,boston
6899424,manhattan
6934582,manhattan
7105736,boston
6841021,manhattan
6840597,manhattan
6874769,college
6820252,manhattan
7226484,manhattan
6852094,manhattan
6877867,queens
6909299,manhattan
6835317,manhattan
6834875,manhattan
6845462,manhattan
6819205,manhattan
6832855,college
6852235,college
6859573,jersey
6886049,manhattan
6895781,manhattan
6897548,manhattan
7186904,boston
6829018,manhattan
6833795,manhattan
7187573,manhattan
6878375,college
6905138,college
6833295,manhattan
6899175,manhattan
6945934,manhattan
6902861,manhattan
6820146,boston
7102487,manhattan
6861212,boston
6892229,manhattan
6860187,queens
6881131,manhattan
7099982,manhattan
6915052,boston
6899718,manhattan
6886563,manhattan
6943370,manhattan
6815013,manhattan
7172092,manhattan
6846617,manhattan
6923056,queens
6841704,college
6915624,manhattan
6888898,manhattan
6894319,college
6914800,manhattan
6942985,manhattan
6870922,manhattan
6844890,college
6870779,manhattan
6901217,manhattan
6813365,college
6818581,manhattan
6892545,manhattan
6889634,college
7194522,college
6936542,manhattan
6872638,manhattan
6917456,manhattan
7196307,manhattan
6841760,manhattan
6909253,boston
6868478,manhattan
6943504,manhattan
7132790,manhattan
6878586,manhattan
6813410,manhattan
6906038,manhattan
6941010,boston
6856800,manhattan
6875051,boston
6854187,manhattan
6879516,college
6877765,boston
6876706,manhattan
6919035,manhattan
6870855,manhattan
6903948,college
6868286,manhattan
6859918,manhattan
6851351,manhattan
6829044,manhattan
6901012,manhattan
6824212,manhattan
6913896,college
7178150,manhattan
6916518,college
6900649,college
6927319,queens
6932103,manhattan
6877308,manhattan
6839023,college
6840675,boston
6884045,college
6874361,manhattan
6838807,manhattan
6838394,manhattan
6842572,manhattan
6922407,college
6847144,manhattan
6820341,manhattan
6874720,queens
6910520,manhattan
7092533,manhattan
6941253,manhattan
6928092,manhattan
6931057,manhattan
6928806,manhattan
7230856,manhattan
6890418,college
6889093,manhattan
6837640,boston
6834528,manhattan
6906933,manhattan
6941641,manhattan
6930277,manhattan
6920398,college
7146503,college
6923412,boston
6832413,manhattan
6926324,manhattan
6812223,queens
7188818,manhattan
6940063,manhattan
6908536,manhattan
6848131,boston
6922515,manhattan
7147030,queens
6817982,manhattan
6873057,college
6837386,manhattan
6900007,manhattan
6819559,college
6960754,manhattan
6826076,manhattan
6935768,manhattan
6816844,manhattan
6872943,college
6893694,manhattan
6913663,boston
7526991,manhattan
6821763,queens
6918871,manhattan
6813824,college
6924351,manhattan
6869035,manhattan
7104208,manhattan
6854375,manhattan
6833611,manhattan
6887582,manhattan
6830229,manhattan
6833970,manhattan
6946446,manhattan
6846023,manhattan
6922653,college
6883576,manhattan
6903142,boston
6874225,manhattan
7211338,manhattan
6816028,manhattan
6879508,manhattan
6900059,manhattan
6921800,manhattan
6932567,manhattan
6869612,college
7165066,manhattan
7223613,manhattan
6880744,manhattan
6934348,boston
6816970,college
6832089,manhattan
6907588,manhattan
6908854,college
6862222,boston
6813115,manhattan
6824864,college
6830350,manhattan
6926558,college
6878951,manhattan
6835783,manhattan
6939939,manhattan
6855156,manhattan
6837610,queens
6886842,college
6860081,manhattan
7167184,queens
6852515,manhattan
6856123,manhattan
6941271,manhattan
6812154,college
6934993,manhattan
6851205,manhattan
6946387,manhattan
6818931,college
7223215,manhattan
6833550,manhattan
6907934,manhattan
6893179,manhattan
6830983,college
6880528,boston
6896542,manhattan
7205058,college
6945493,manhattan
6922875,queens
7181239,college
6895206,manhattan
6829666,manhattan
6865466,boston
6907006,queens
6907479,college
6890033,boston
6864289,manhattan
6844409,manhattan
6830946,manhattan
6863984,college
6911646,manhattan
6840885,college
7239708,manhattan
6943616,manhattan
6926868,manhattan
7136899,college
6851193,boston
6816413,manhattan
6930165,manhattan
6935882,manhattan
7094633,manhattan
6883678,queens
6829128,manhattan
6817116,manhattan
6870722,manhattan
6893382,queens
6824334,manhattan
6850828,boston
6866907,manhattan
6939360,manhattan
6904736,college
6826017,manhattan
6881014,manhattan
6863090,manhattan
6842509,manhattan
6945622,manhattan
6905468,manhattan
6911166,manhattan
6936828,college
6911411,college
6878140,manhattan
6845444,boston
6915107,manhattan
6822344,college
6899002,manhattan
6842167,manhattan
6814422,manhattan
6849834,college
6897760,manhattan
6897204,manhattan
6889503,manhattan
6939502,manhattan
6946119,manhattan
6822714,college
6913305,manhattan
6857684,college
7116929,manhattan
6864680,manhattan
6847819,manhattan
6850701,manhattan
7169821,manhattan
6943104,college
6862791,manhattan
6818591,manhattan
6895354,manhattan
6882814,manhattan
6926302,queens
6919657,college
6839813,manhattan
6835919,boston
6866828,manhattan
6848633,manhattan
6911278,queens
6938597,college
6906907,manhattan
6895131,manhattan
7191219,manhattan
6819460,queens
6862456,manhattan
6895182,manhattan
6823215,college
6878733,manhattan
6946259,manhattan
6815669,manhattan
6847389,manhattan
6925422,boston
6830523,manhattan
6947999,manhattan
6877116,manhattan
6942269,manhattan
6926736,manhattan
6853667,college
6902034,manhattan
6837776,manhattan
6884806,manhattan
6884397,boston
6814237,queens
6851689,college
6823597,manhattan
6936364,college
6824808,college
6901453,manhattan
6841176,manhattan
6863328,manhattan
6898519,college
6882078,manhattan
6846302,manhattan
6867341,manhattan
6932869,manhattan
6921613,manhattan
6916767,manhattan
6834758,manhattan
6830613,manhattan
6819759,manhattan
6928026,boston
7108419,manhattan
6907085,manhattan
6924579,college
6829591,college
6829388,college
6929589,manhattan
6909292,college
6815499,manhattan
6823042,manhattan
6907715,college
6932483,manhattan
6896490,manhattan
6932092,manhattan
6837626,manhattan
6832554,queens
6938460,manhattan
6864969,manhattan
6932999,manhattan
6896057,manhattan
7208810,college
6941926,manhattan
6885872,manhattan
6818551,college
6908342,college
6942379,manhattan
6945890,manhattan
6849297,manhattan
6866561,college
6815278,boston
6861282,manhattan
6854826,manhattan
6866453,manhattan
6820514,boston
6870455,manhattan
6845315,manhattan
6906822,manhattan
6838363,manhattan
6932050,manhattan
6908285,manhattan
6870904,manhattan
7094230,queens
6943728,manhattan
7201739,manhattan
6853170,college
6816575,boston
6927832,manhattan
6929406,manhattan
6944068,manhattan
6880990,boston
7146951,college
6863647,boston
6824997,college
6879769,manhattan
6847296,manhattan
6906634,manhattan
7126403,manhattan
7102031,manhattan
6829288,manhattan
6822713,boston
6875236,manhattan
7208063,college
6831497,manhattan
6903302,college
6835979,manhattan
6835385,manhattan
6893012,manhattan
6869934,manhattan
6849810,manhattan
6879168,manhattan
6877723,queens
7233349,college
6860893,college
6902766,manhattan
6824251,manhattan
6878591,college
6846038,manhattan
6906380,manhattan
6857326,manhattan
6844816,manhattan
6860026,manhattan
6889073,manhattan
6822532,manhattan
6887186,boston
7093415,manhattan
6935604,college
6879931,manhattan
7194642,college
6911723,manhattan
6938206,college
6861172,manhattan
6936275,manhattan
6853792,manhattan
6818730,manhattan
6908117,college
6921578,manhattan
7152179,boston
6922830,manhattan
6948355,boston
6832359,manhattan
6943231,manhattan
6869380,queens
6917270,manhattan
7184258,college
6869142,manhattan
6832366,manhattan
6935567,college
6901722,manhattan
6858576,manhattan
6946628,college
6940263,manhattan
6818769,college
6919112,manhattan
7201716,queens
6900151,manhattan
6945849,manhattan
6850237,manhattan
6850857,manhattan
6895398,manhattan
6856281,manhattan
7141272,queens
6867539,manhattan
6907353,manhattan
6887376,manhattan
6878880,manhattan
6913013,manhattan
6898855,manhattan
6868345,manhattan
6851087,manhattan
6913397,manhattan
6912075,manhattan
6843743,manhattan
7232745,manhattan
6838200,manhattan
6881962,manhattan
6898251,manhattan
6934875,boston
6864073,manhattan
6901339,boston
6930725,manhattan
6933257,manhattan
6875682,manhattan
6850082,queens
6859993,manhattan
7113375,boston
6926170,manhattan
6828679,manhattan
6867701,manhattan
6897630,manhattan
6862358,college
6943025,college
6812546,manhattan
6931524,manhattan
6934899,manhattan
6875803,manhattan
6846414,manhattan
6864460,college
6857285,manhattan
6825413,manhattan
6893429,manhattan
7134378,manhattan
6906547,boston
6887649,boston
